"","mean","se_mean","sd","0.5%","2.5%","25%","50%","75%","97.5%","99.5%","n_eff","Rhat"
"log_lambda[52]",-2.27798460057428,0.000742098956148599,0.149371296656189,-2.65556460032422,-2.56448255117488,-2.37868703482152,-2.27948372830229,-2.17858706927942,-1.98102915482973,-1.8812379712909,40514.5165208993,1.00005687028412
"log_lambda[53]",2.73053733676566,0.000640124023774819,0.12782859898306,2.41307367264467,2.48448572340548,2.64466298844753,2.72879652912056,2.81501436909401,2.98660488244759,3.07560717207114,39877.4891014841,0.999972378732161
"log_lambda[54]",0.835458746804,0.000678125772976456,0.136926932766428,0.483542911329104,0.56988763145433,0.743984758362788,0.835163735414733,0.926782279971418,1.10655072407495,1.20398455485418,40771.5534119277,1.00000882609866
"log_lambda[55]",-0.741174784798765,0.000710073308171316,0.142047240313902,-1.10370302897817,-1.01798810648513,-0.836806435568144,-0.742173239190194,-0.646661263098963,-0.461783938668465,-0.368119197295075,40018.3543958617,1.00001136080393
"log_lambda[56]",-2.63625337476042,0.000775607400738816,0.1561746472852,-3.03872577320293,-2.94165995467237,-2.74094793198412,-2.63716445580864,-2.53152877740865,-2.32588503888559,-2.22222363750761,40544.9882366849,1.00004323923991
"log_lambda[57]",-1.28458960702298,0.0010948539286835,0.217094359883322,-1.85182362738605,-1.71481488489473,-1.43098743884694,-1.28239534154958,-1.13826457914176,-0.859849247633728,-0.73509526970971,39317.39349751,1.00000445949934
"log_lambda[58]",-3.17966819698463,0.00113274829223749,0.225920397604972,-3.77546841432655,-3.62652862940754,-3.33129655173636,-3.17681255792956,-3.02717845708351,-2.73872330042166,-2.61153535249865,39778.1018310178,0.999984602968802
"log_lambda[59]",-3.76519533056403,0.00116316711532268,0.230147834878694,-4.37226379355285,-4.21860943487453,-3.92162066691529,-3.76428965239777,-3.6085137710033,-3.31819054345294,-3.18582104855559,39149.8007698818,0.999965222184625
"log_lambda[60]",-5.66027392052568,0.00121062472259797,0.243063626075886,-6.30533996086431,-6.14310232228734,-5.82263445159195,-5.6580264981063,-5.49564290562772,-5.18961588753762,-5.04428451036071,40310.749021227,0.999952879858558
"log_lambda[61]",-0.651751983185752,0.00105661405829915,0.208977785344815,-1.20113222837773,-1.06258318903452,-0.792462092820272,-0.649066002082526,-0.510019497042667,-0.248101360076709,-0.118579179539183,39117.1743190832,0.999962107344325
"log_lambda[62]",-2.54683057314741,0.00109022390998139,0.219009525526322,-3.1238729802034,-2.98122905190186,-2.69382740828827,-2.54455420027667,-2.39727161502362,-2.12465843466726,-1.99151929483878,40354.7446665895,0.999950649662698
"log_lambda[63]",-4.12346410475017,0.00114335422628283,0.22997474604972,-4.73212501261244,-4.57935514439591,-4.27703340698678,-4.12141422148378,-3.96786976063668,-3.67863684336034,-3.5415494724949,40457.4674200633,0.999974271581689
"log_lambda[64]",-6.01854269471183,0.00120542114507087,0.242870560379979,-6.6621840767172,-6.5031416415086,-6.17982899800424,-6.01766892856857,-5.85214047704964,-5.55149656174229,-5.41442463984174,40594.9619683054,0.999968390522626
"log_lambda[65]",1.91452019637585,0.000612153451118456,0.122124093442596,1.60144436265824,1.68035815175137,1.83207525702549,1.91300573589587,1.99484533212679,2.15881530760388,2.24026238061915,39799.9110298991,0.999990758167554
"log_lambda[66]",0.0194416064141907,0.000661850188426952,0.131754086978196,-0.320490359948757,-0.23717253178694,-0.0693248297665845,0.0178606080848716,0.106441802959941,0.281293175207067,0.37127168067629,39628.6062120871,0.999989068159751
"log_lambda[67]",-0.566085527165202,0.000690779787815574,0.138184272479319,-0.917526114907269,-0.835017422009042,-0.659543142467748,-0.567027761038476,-0.473991696599621,-0.291477366118922,-0.202624128092908,40016.3975948686,0.999934618399515
"log_lambda[68]",-2.46116411712686,0.000768695516159613,0.154083009634056,-2.85232977435754,-2.76032305322956,-2.56541463248671,-2.46176057512892,-2.35826410687125,-2.15520057730685,-2.05601197072261,40179.15600926,0.999947510675356
"log_lambda[69]",2.54735782021307,0.000599392396569425,0.119059318826373,2.24641643417284,2.3169248195388,2.46640899312524,2.5464153335292,2.62667981681357,2.78361356326501,2.86221958079069,39455.2071564369,0.999984512122749
"log_lambda[70]",0.652279230251415,0.000651260791993399,0.130396929329202,0.321876683552762,0.399626921137098,0.564364905039907,0.650932175970753,0.73992448776441,0.911579564803883,0.995336762256005,40088.9667465529,1.00000072028831
"log_lambda[71]",-0.92435430135135,0.000709597657289626,0.140841218188999,-1.29186999802002,-1.20226801233767,-1.01875769301265,-0.925603465228474,-0.829588835201685,-0.648601170087715,-0.55943901129789,39394.4643346277,0.999955122770949
"log_lambda[72]",-2.81943289131301,0.00078481778421167,0.156424915838421,-3.23036941715703,-3.1264921110768,-2.92410339409759,-2.81950874680224,-2.71433891066933,-2.51284625488139,-2.4120784533732,39725.9405654904,0.999981612097003
"log_lambda[73]",5.28543351380006,0.000543023489922869,0.108643832392421,5.0149416756627,5.07792087713364,5.21139262326259,5.2835525944432,5.3574426030937,5.50365906505184,5.57565870314242,40028.8322397706,1.00006241505759
"log_lambda[74]",3.3903549238384,0.000533433135634191,0.10549472022524,3.12241101189735,3.18621600915849,3.31891118204249,3.388897426062,3.46018654401578,3.60039898783391,3.67477510918734,39111.2296491044,0.999975749620383
"log_lambda[75]",2.80482779025901,0.000596793703415385,0.11811944699511,2.5041407070902,2.57556956234389,2.72535150392827,2.80424987393524,2.88295158624092,3.04019425280182,3.11430743868022,39173.6776511769,0.999979749010978
"log_lambda[76]",0.909749200297349,0.000623694867622472,0.124417413965599,0.596658496400847,0.67108517695894,0.82545846847627,0.907891639555189,0.9925598213631,1.15664460754351,1.23889725489342,39794.0370473633,0.999920234027746
